Slice,Mean
1,24.3544
2,24.4497
3,23.9273
4,23.9920
5,25.5667
6,23.5257
7,22.5047
8,23.9176
9,23.1771
10,24.5671
11,23.9291
12,23.8711
13,23.7752
14,25.1421
15,22.9679
16,24.2952
17,23.9628
18,24.1313
19,23.5482
20,24.5956
21,23.8786
22,24.0163
23,24.1861
24,24.8325
25,24.1603
26,23.6828
27,23.7486
28,23.9273
29,23.4600
30,22.6330
31,23.8995
32,24.3119
33,24.1757
34,24.8893
35,22.9329
36,25.4817
37,31.1335
38,37.3679
39,35.9437
40,30.9707
41,28.2312
42,25.3662
43,25.7623
44,24.7575
45,25.3649
46,24.6569
47,24.5346
48,24.2058
49,23.7412
50,25.6768
51,24.7041
52,23.3134
53,24.4523
54,24.7860
55,24.2462
56,24.3368
57,24.4552
58,25.7749
59,24.8658
60,24.5529
61,24.2126
62,23.9247
63,25.0181
64,24.7401
65,26.1166
66,24.4447
67,22.9573
68,22.9475
69,24.4238
70,23.9006
71,24.4744
72,23.0192
73,26.5416
74,23.5615
75,22.7605
76,25.2496
77,23.4869
78,24.1676
79,23.0035
80,23.2814
81,23.5437
82,23.3257
83,23.4482
84,24.2384
85,22.7166
86,23.7425
87,23.3672
88,23.4084
89,25.1837
90,28.7049
91,31.7068
92,34.1049
93,31.4758
94,26.7495
95,27.3558
96,24.8901
97,25.3743
98,24.2447
99,26.0479
100,23.6625
101,24.2057
102,24.8137
103,25.6102
104,25.8207
105,23.2872
106,23.9191
107,24.9799
108,23.2069
109,22.1868
110,22.8048
111,23.5425
112,23.3925
113,24.1904
114,21.6110
115,24.4946
116,22.6448
117,23.4953
118,22.5554
119,23.4650
120,22.4468
121,25.2312
122,22.6600
123,23.5688
124,23.8882
125,23.8117
126,22.7514
127,22.7432
128,23.7277
129,24.0485
130,23.5733
131,22.5497
132,23.5757
133,23.9503
134,23.3385
135,23.7612
136,23.5725
137,22.2758
138,23.0527
139,23.8469
140,23.2495
141,23.0689
142,23.4607
143,23.7549
144,22.7969
145,23.5850
146,22.7169
147,25.3530
148,22.8689
149,23.4116
150,22.6001
151,22.8599
152,23.5433
153,22.9448
154,23.7635
155,24.6752
156,23.3803
157,23.8321
158,22.2405
159,23.3536
160,23.5834
161,24.3230
162,24.6451
163,25.9224
164,30.1414
165,28.1780
166,25.0770
167,23.4186
168,24.8024
169,25.3624
170,25.0430
171,22.6195
172,24.0121
173,25.1043
174,23.3485
175,23.1244
176,23.5442
177,22.1015
178,23.8399
179,23.5392
180,23.9570
181,23.7188
182,22.8005
183,23.0286
184,22.9102
185,23.5366
186,24.0769
187,22.4072
188,22.8631
189,23.8228
190,23.8890
191,22.6335
192,22.5678
193,22.2235
194,23.8462
195,22.8735
196,22.7678
197,23.3295
198,23.4447
199,24.7180
200,23.1001
201,24.2096
202,23.3467
203,24.0401
204,22.9944
205,23.0246
206,22.0429
207,24.0371
208,24.7010
209,22.0163
210,22.7371
211,23.0614
212,23.2258
213,24.0955
214,29.1785
215,32.8860
216,31.4881
217,31.7114
218,25.9230
219,23.9818
220,24.4399
221,24.3912
222,23.9497
223,25.4185
224,23.4882
225,23.5755
226,23.6342
227,24.0587
228,21.9572
229,23.1457
230,23.7980
231,21.6920
232,23.8726
233,23.7501
234,23.7354
235,22.8105
236,22.8964
237,24.7293
238,22.7078
239,23.4476
240,23.7288
241,24.7519
242,23.0156
243,23.9172
244,23.3853
245,24.1749
246,22.5241
247,24.7698
248,23.6576
249,23.4976
250,23.1775
251,23.3676
252,23.1873
253,23.1038
254,23.2973
255,22.4634
256,22.5351
257,24.4891
258,22.1399
259,22.1338
260,23.4094
261,25.0504
262,23.0694
263,23.5674
264,23.9221
265,23.2086
